HR_ID	Bayer_Name	Constellation	RA	DEC	X	Y	Magnitude	Distance_LY	Spectrum	Chinese_Name
8135	ε/Mic	显微镜	319.480000	-32.200000	1410	2101	4.7	171	A1V	
8140	θ/Ind	印第安	319.970000	-53.400000	1501	1998	4.4	98	A5V	
8143	σ/Cyg	天鹅	319.350000	39.400000	1109	2450	4.2	3443	B9Iab	
8146	υ/Cyg	天鹅	319.480000	34.900000	1130	2429	4.4	572	B2Vne	
8151	θ1/Mic	显微镜	320.190000	-40.800000	1450	2061	4.8	191	ApCrEuSr	
8162	α/Cep	仙王	319.640000	62.600000	1016	2567	2.5	49	A7V	天钩五
8167	ι/Cap	摩羯	320.560000	-16.800000	1353	2182	4.3	217	G8III	
8181	γ/Pav	孔雀	321.610000	-65.400000	1554	1942	4.2	30	F6V	
8204	ζ/Cap	摩羯	321.670000	-22.400000	1382	2159	3.7	407	G4Ib	
8232	β/Aqr	宝瓶	322.890000	-5.600000	1324	2251	2.9	878	G0Ib	虚宿一
8238	β/Cep	仙王	322.160000	70.600000	1018	2635	3.2	639	B1IV	上卫增一
8252	ro/Cyg	天鹅	323.490000	45.600000	1133	2520	4.0	125	G8IIICN-0.5Hdelta1	
8254	ν/Oct	南极	325.370000	-77.400000	1606	1884	3.8	69	K0III	
8260	ε/Cap	摩羯	324.270000	-19.500000	1387	2186	4.7	585	B2.5Vpe	
8264	ξ/Aqr	宝瓶	324.440000	-7.900000	1345	2248	4.7	181	A7V	天垒城一
8278	γ/Cap	摩羯	325.020000	-16.700000	1382	2205	3.7	141	F0p	垒壁阵三
8288	κ/Cap	摩羯	325.660000	-18.900000	1394	2196	4.7	296	G8III	
8301	π1/Cyg	天鹅	325.520000	51.200000	1137	2568	4.7	546	B3IV	螣蛇四
8305	ι/PsA	南鱼	326.240000	-33.000000	1448	2123	4.3	217	A0V	
8308	ε/Peg	飞马	326.050000	9.900000	1293	2352	2.4	694	K2Ib	危宿三
8309	μ1/Cyg	天鹅	326.040000	28.700000	1225	2452	4.7	74	F6V	
8315	κ/Peg	飞马	326.160000	25.600000	1238	2436	4.1	116	F5IV	
8316	μ/Cep	仙王	325.880000	58.800000	1115	2611	4.1	3898	M2Iae	造父四
8322	δ/Cap	摩羯	326.760000	-16.100000	1391	2216	2.8	38	Amv	垒壁阵四
8334	ν/Cep	仙王	326.360000	61.100000	1113	2628	4.3	3862	A2Ia	
8335	π2/Cyg	天鹅	326.700000	49.300000	1160	2568	4.2	564	B3III	
8353	γ/Gru	天鹤	328.480000	-37.400000	1475	2106	3.0	203	B8III	
8368	δ/Ind	印第安	329.480000	-55.000000	1538	2012	4.4	191	F0IV	
8387	ε/Ind	印第安	330.840000	-56.800000	1548	2004	4.7	11	K4-5V	
8402	ο/Aqr	宝瓶	330.830000	-2.200000	1377	2312	4.7	407	B7IVe	
8411	λ/Gru	天鹤	331.530000	-39.500000	1497	2104	4.5	250	K3III	
8413	ν/Peg	飞马	331.420000	5.100000	1359	2356	4.8	271	K4III	
8414	α/Aqr	宝瓶	331.450000	-0.300000	1376	2325	2.9	874	G2Ib	危宿一
8417	ξ/Cep	仙王	330.950000	64.600000	1169	2688	4.3	101	A3m	天钩六
8418	ι/Aqr	宝瓶	331.610000	-13.900000	1419	2249	4.2	181	B9IV-V	
8425	α/Gru	天鹤	332.060000	-47.000000	1523	2062	1.7	101	B7IV	
8430	ι/Peg	飞马	331.750000	25.300000	1301	2472	3.8	38	F5V	
8431	μ/PsA	南鱼	332.100000	-33.000000	1481	2142	4.5	130	A2V	
8433	υ/PsA	南鱼	332.110000	-34.000000	1484	2136	5.0	543	M1III	
8447	τ/PsA	南鱼	332.540000	-32.500000	1482	2146	4.9	61	F6V	
8450	θ/Peg	飞马	332.550000	6.200000	1367	2368	3.5	98	A2V	危宿二
8454	π2/Peg	飞马	332.500000	33.200000	1286	2522	4.3	271	F5III	
8465	ζ/Cep	仙王	332.710000	58.200000	1215	2666	3.3	831	K1.5Ib	
8486	μ1/Gru	天鹤	333.900000	-41.300000	1514	2099	4.8	271	G8III+G	
8494	ε/Cep	仙王	333.760000	57.000000	1234	2667	4.2	85	F0IV	
8499	θ/Aqr	宝瓶	334.210000	-7.800000	1422	2294	4.2	191	G8III-IV	泣二
8502	α/Tuc	杜鹃	334.630000	-60.300000	1570	1990	2.9	203	K3III	
8518	γ/Aqr	宝瓶	335.410000	-1.400000	1415	2337	3.8	163	A0V	坟墓二
8538	β/Lac	蝎虎	335.890000	52.200000	1278	2654	4.4	171	G8.5IIIbCa1	
8539	π/Aqr	宝瓶	336.320000	1.400000	1416	2357	4.6	1003	B1Ve	
8540	δ/Tuc	杜鹃	336.830000	-65.000000	1589	1966	4.5	271	B9.5V	
8556	δ1/Gru	天鹤	337.320000	-43.500000	1537	2094	4.0	296	G6-8III	
8558	ζ1/Aqr	宝瓶	337.210000	-0.000000	1428	2352	4.6	105	F6IV	
8559	ζ2/Aqr	宝瓶	337.210000	-0.000000	1428	2352	4.4	105	F3V	
8560	δ2/Gru	天鹤	337.440000	-43.700000	1538	2093	4.1	326	M4.5IIIa	
8571	δ/Cep	仙王	337.290000	58.400000	1283	2700	3.8	1518	F5Ib-G2Ib	
8573	σ/Aqr	宝瓶	337.660000	-10.700000	1458	2290	4.8	271	A0IVs	
8576	β/PsA	南鱼	337.880000	-32.300000	1512	2162	4.3	155	A0V	
8582	ν/Tuc	杜鹃	338.250000	-62.000000	1586	1985	4.8	296	M4III	
8585	α/Lac	蝎虎	337.820000	50.300000	1311	2655	3.8	105	A1V	
8597	η/Aqr	宝瓶	338.840000	-0.100000	1443	2358	4.0	191	B9IV-Vn	
8628	ε/PsA	南鱼	340.160000	-27.000000	1515	2199	4.2	222	B8Ve	
8630	β/Oct	南极	341.510000	-81.400000	1635	1870	4.2	141	A9IV-V	
8634	ζ/Peg	飞马	340.360000	10.800000	1434	2429	3.4	217	B8V	
8636	β/Gru	天鹤	340.670000	-46.900000	1561	2080	2.1	171	M5III	败臼一
8641	ο/Peg	飞马	340.440000	29.300000	1395	2542	4.8	326	A1IV	
8644	ro/Gru	天鹤	340.870000	-41.400000	1550	2113	4.8	232	K0III	
8650	η/Peg	飞马	340.750000	30.200000	1397	2549	3.0	217	G2II-III+F0V	离宫四
8655	η/Gru	天鹤	341.410000	-53.500000	1578	2040	4.8	407	K2IIICNIV	
8665	ξ/Peg	飞马	341.670000	12.200000	1445	2443	4.2	53	F6III-IV	
8667	λ/Peg	飞马	341.630000	23.600000	1422	2512	3.9	407	G8IIIa*	
8675	ε/Gru	天鹤	342.140000	-51.300000	1576	2055	3.5	130	A3V	
8679	τ2/Aqr	宝瓶	342.400000	-13.600000	1504	2287	4.0	407	M0III	
8684	μ/Peg	飞马	342.500000	24.600000	1430	2522	3.5	120	G8III	离宫二
8694	ι/Cep	仙王	342.420000	66.200000	1348	2777	3.5	116	K0III	
8695	γ/PsA	南鱼	343.130000	-32.900000	1546	2170	4.5	232	A0III*	
8698	λ/Aqr	宝瓶	343.150000	-7.600000	1499	2326	3.7	407	M2.5IIIaFe-1	
8709	δ/Aqr	宝瓶	343.660000	-15.800000	1518	2276	3.3	163	A3V	羽林军二十六
8717	ro/Peg	飞马	343.810000	8.800000	1475	2429	4.9	296	A1V	
8720	δ/PsA	南鱼	343.990000	-32.500000	1550	2174	4.2	171	G8III	
8728	α/PsA	南鱼	344.410000	-29.600000	1548	2192	1.2	25	A3V	北落师门
8747	ζ/Gru	天鹤	345.220000	-52.800000	1591	2049	4.1	116	G8-K0III	
8762	ο/And	仙女	345.480000	42.300000	1439	2643	3.6	237	B6IIIpe+A2p	
8773	β/Psc	双鱼	345.970000	3.800000	1506	2404	4.5	543	B6Ve	
8775	β/Peg	飞马	345.940000	28.100000	1468	2556	2.4	203	M2.5II-III	室宿二
8781	α/Peg	飞马	346.190000	15.200000	1491	2476	2.5	141	B9V	室宿一
8787	θ/Gru	天鹤	346.720000	-43.500000	1584	2109	4.3	135	F5mdeltaDel	
8819	π/Cep	仙王	346.970000	75.400000	1412	2856	4.4	232	G2III	
8820	ι/Gru	天鹤	347.590000	-45.200000	1590	2099	3.9	191	K1III	
8834	φ/Aqr	宝瓶	348.580000	-6.000000	1545	2348	4.2	232	M1.5III	
8841	ψ1/Aqr	宝瓶	348.970000	-9.100000	1553	2329	4.2	155	K0III	
8848	γ/Tuc	杜鹃	349.360000	-58.200000	1615	2019	4.0	72	F1III	
8852	γ/Psc	双鱼	349.290000	3.300000	1541	2408	3.7	135	K0III:CN-1.5Fe-1	
8858	ψ2/Aqr	宝瓶	349.480000	-9.200000	1557	2329	4.4	326	B5V	
8863	γ/Scl	玉夫	349.710000	-32.500000	1586	2182	4.4	181	K1III	
8865	ψ3/Aqr	宝瓶	349.740000	-9.600000	1560	2327	5.0	250	A0V	
8872	ο/Cep	仙王	349.660000	68.100000	1470	2820	4.8	217	K0III	
8880	τ/Peg	飞马	350.160000	23.700000	1527	2539	4.6	171	A5V	离宫五
8905	υ/Peg	飞马	351.340000	23.400000	1542	2540	4.4	181	F8III	
8911	κ/Psc	双鱼	351.730000	1.300000	1568	2400	4.9	163	A0pCrSi:Sr:	
8916	θ/Psc	双鱼	351.990000	6.400000	1566	2433	4.3	163	K1III	
8937	β/Scl	玉夫	353.240000	-37.800000	1613	2152	4.4	181	B9.5IVpHgMnEu	
8949	ι/Phe	凤凰	353.770000	-42.600000	1619	2121	4.7	296	A2VpSrCrEu	
8961	λ/And	仙女	354.390000	46.500000	1567	2693	3.8	85	G8III-IV	
8965	ι/And	仙女	354.530000	43.300000	1571	2673	4.3	543	B8V	
8968	omg1/Aqr	宝瓶	354.950000	-14.200000	1610	2304	5.0	135	F0IV	
8969	ι/Psc	双鱼	354.990000	5.600000	1599	2431	4.1	45	F7V	
8974	γ/Cep	仙王	354.840000	77.600000	1555	2893	3.2	45	K1III-IV	少卫增八
8976	κ/And	仙女	355.100000	44.300000	1579	2680	4.1	171	B9IVn	
8984	λ/Psc	双鱼	355.510000	1.800000	1606	2407	4.5	101	A7V	
8988	omg2/Aqr	宝瓶	355.680000	-14.500000	1616	2303	4.5	155	B9.5V	
9003	ψ/And	仙女	356.510000	46.400000	1599	2695	4.9	2265	G5Ib+A0V	
9008	τ/Cas	仙后	356.760000	58.700000	1598	2774	4.9	181	K1IIIa	
9016	δ/Scl	玉夫	357.230000	-28.100000	1633	2216	4.6	148	A0V	
9045	ro/Cas	仙后	358.600000	57.500000	1629	2768	4.5	4313	G20e	
9062	η/Tuc	杜鹃	359.400000	-64.300000	1651	1983	5.0	163	A1V	
9064	ψ/Peg	飞马	359.440000	25.100000	1645	2559	4.7	465	M3III	
9071	σ/Cas	仙后	359.750000	55.800000	1648	2757	4.9	1184	B1V	
9072	omg/Psc	双鱼	359.830000	6.900000	1651	2442	4.0	108	F4IV	
9076	ε/Tuc	杜鹃	359.980000	-65.600000	1652	1975	4.5	407	B9IV	
9084	θ/Oct	南极	0.400000	-77.100000	1653	1901	4.8	232	K3III	
80	41/Psc	双鱼	5.100000	8.200000	1709	2448	5.4	-1	gK3	
291	69sig/Psc	双鱼	15.750000	31.800000	1866	2573	5.5	-1	B9.5V	
789	s/Eri	波江	39.900000	-42.900000	1847	2050	4.8	130	A2V	
802	ζ/Hor	时钟	40.200000	-54.500000	1800	1992	5.2	-1	F4IV	
838	HR838/Ari	白羊	42.450000	27.300000	2163	2375	3.6	163	B8Vn	
934	μ/Hor	时钟	45.900000	-59.700000	1793	1953	5.1	-1	F0IV	
1035	σma/Cam	鹿豹	52.200000	59.900000	2416	2410	4.2	3228	B9Ia	
1075	HR1075/Eri	波江	52.500000	-42.600000	1895	2003	5.8	-1	A5V	
1190	f/Eri	波江	57.150000	-37.600000	1936	2001	4.9	163	B9V	
1195	g/Eri	波江	57.300000	-36.200000	1944	2005	4.2	217	G9II-III	
1443	δ/Cae	雕具	67.650000	-45.000000	1921	1928	5.1	-1	B2IV-V	
1481	53/Eri	波江	69.600000	-14.300000	2110	1988	3.9	112	K2IIIb	九斿增四
1503	β/Cae	雕具	70.500000	-37.100000	1974	1931	5.0	-1	F1V	
1541	μ/Men	山案	70.800000	-70.900000	1769	1858	5.5	-1	B8II-IIISi:	
1629	η/Men	山案	73.800000	-74.900000	1746	1845	5.5	-1	K4III	
1677	β/Men	山案	75.750000	-71.300000	1769	1847	5.3	-1	G8III	
1686	σma/Cam	鹿豹	80.700000	79.200000	2729	1994	5.0	-1	F6V	
1757	7nu/Lep	天兔	79.950000	-12.300000	2146	1905	5.3	-1	B7IVnn	
1953	γ/Men	山案	82.950000	-76.300000	1740	1828	5.2	-1	K2III	
2102	HR2102/Dor	剑鱼	88.500000	-63.100000	1826	1822	4.7	90	K1III-IV	
2134	HR2134/Gem	双子	91.050000	23.300000	2383	1804	4.2	155	G7III	
2174	HR2174/Ori	猎户	92.250000	2.500000	2248	1794	5.7	-1	A3Vn	
2238	HR2238/Lyn	天猫	94.950000	59.000000	2609	1735	4.5	155	A2Vs	
2261	alp/Men	山案	92.550000	-74.800000	1750	1813	5.1	-1	G6V	
2560	HR2560/Lyn	天猫	104.250000	58.400000	2579	1582	4.3	171	G5III-IV	
2818	HR2818/Lyn	天猫	111.750000	49.200000	2486	1485	4.6	250	A1V	
3262	18chi/Cnc	巨蟹	124.950000	27.200000	2272	1385	5.1	-1	F6V	
3275	31/Lyn	天猫	125.700000	43.200000	2350	1317	4.2	407	K4.5III-IIIb	上台增四
3579	10/Lyn	天猫	135.150000	41.800000	2252	1215	4.0	54	F5V	
3612	HR3612/Lyn	天猫	136.650000	38.500000	2221	1215	4.6	1223	G7Ib-II	
3690	HR3690/Lyn	天猫	139.650000	36.800000	2182	1195	3.8	125	A3V	
3757	HR3757/UMa	大熊	142.950000	63.100000	2247	1030	3.7	75	F0IV	
3769	8/LMi	小狮	142.950000	35.100000	2138	1174	5.4	-1	M1IIIab	
3800	HR3800/LMi	小狮	143.550000	36.400000	2136	1162	4.5	181	G8.5III	
3947	η/Ant	唧筒	149.700000	-35.900000	1828	1516	5.2	-1	F1III-IV	
4023	q/Vel	船帆	153.750000	-42.100000	1789	1541	3.9	105	A2V	
4050	q/Car	船底	154.200000	-61.300000	1733	1651	3.4	322	K3IIa	
4114	s/Car	船底	156.900000	-58.700000	1732	1632	3.8	1470	F2II	
4119	30bet/Sex	六分仪	157.500000	-0.600000	1873	1285	5.1	-1	B6V	
4167	p/Vel	船帆	159.300000	-48.200000	1748	1566	3.8	88	F4IV+F3	
4200	w/Car	船底	160.950000	-60.600000	1714	1638	4.6	188	K4III	
4247	ο/LMi)	小狮	163.350000	34.200000	1882	1051	3.8	98	K0III-IV	势四
4257	u/Car	船底	163.350000	-58.900000	1710	1625	3.8	98	K1III	
4337	x/Car	船底	167.100000	-59.000000	1697	1623	3.8	4393	G40-Ia	
4460	A/Cen	半人马	173.700000	-54.300000	1678	1589	4.6	465	B9Ve	
4567	30eta/Crt	巨爵	178.950000	-17.200000	1661	1348	5.2	-1	A0V	
4968	42alp/Com	后发	197.550000	17.500000	1444	1157	5.2	-1	F5V	东上将
5089	d/Cen	半人马	202.800000	-39.400000	1526	1517	3.9	117	G9Ib*	
5511	HR5511/Vir	室女	221.550000	1.900000	1260	1374	3.7	130	A0V	
6519	HR6519/Oph	蛇夫	262.800000	-24.000000	1231	1764	4.8	465	B9.5Ve	
6616	HR6616/Sgr	人马	266.850000	-27.800000	1252	1795	4.5	356	F7II	
6942	HR6942/CrA	南冕	278.100000	-39.700000	1332	1863	5.2	-1	A3Vn	
7021	λ/CrA	南冕	280.950000	-38.300000	1325	1881	5.1	-1	A2Vn	
7119	HR7119/Sct	盾牌	283.650000	-15.600000	1187	1931	5.1	-1	B5II	
7122	HR7122/CrA	南冕	284.100000	-42.700000	1357	1892	5.4	-1	K0III	
7226	γ/CrA	南冕	286.650000	-37.100000	1326	1915	4.9	-1	F8V	
7344	45rho2/Sgr	人马	290.400000	-18.300000	1219	1979	5.9	-1	gG9	
7440	HR7440/Sgr	人马	294.150000	-24.900000	1270	1989	4.6	191	B9	
7650	HR7650/Sgr	人马	300.600000	-27.700000	1307	2022	4.5	465	M4III	
7653	HR7653/Vul	狐狸	300.300000	27.800000	997	2201	4.7	232	A4III	
7679	16eta/Sge	天箭	301.350000	20.000000	1047	2186	5.1	-1	K2III	
8178	10bet/Equ	小马	320.700000	6.800000	1257	2300	5.2	-1	A3V	
8326	10the/PsA	南鱼	327.000000	-30.900000	1445	2137	5.0	-1	A2V	
8386	12eta/PsA	南鱼	330.150000	-28.500000	1455	2161	5.4	-1	B8V	
8452	38/Aqr	宝瓶	332.700000	-11.600000	1421	2266	5.5	-1	B7III	
8498	HR8498/Lac	蝎虎	334.050000	37.700000	1292	2557	4.2	175	K3II-III	
8541	HR8541/Lac	蝎虎	336.150000	49.500000	1289	2640	4.6	4196	B9Iab	
8572	HR8572/Lac	蝎虎	337.350000	47.700000	1311	2636	4.4	768	M0II+B8V	
8579	HR8579/Lac	蝎虎	337.650000	43.100000	1326	2611	4.5	838	B2IV	
8812	HR8812/Aqr	宝瓶	347.400000	-21.200000	1556	2250	3.6	250	K1III	
8892	HR8892/Aqr	宝瓶	350.700000	-20.100000	1580	2262	4.0	163	K0III	
M42	M42/Ori	猎户	83.740000	-5.380000	2195	1877	4.0	1300		猎户座星云
M31	M31/And	仙女	10.250000	41.266700	1803	2650	3.4	2538000		仙女座星系
NGC2237	NGC2237/Mon	麒麟	95.000000	4.500000	2259	1764	6.0	-1		玫瑰星云
M45	M45/Tau	金牛	55.800000	24.100000	2261	2231	1.2	440		昴星团
M44	M44/Cnc	巨蟹	121.750000	19.200000	2251	1447	3.1	577		蜂巢星团/鬼星团
LMC	LMC/Dor	剑鱼	82.500000	-69.400000	1784	1835	0.9	163002		大麦哲伦云
SMC	SMC/Tuc	杜鹃	11.250000	-73.100000	1674	1924	2.2	-1		小麦哲伦云
